BDCL,16.15,1.10,1.43,3,15.91,16.42,2,3,3,-3,17.10,15.24,1,1,17.43,1,9,16.33,1,1,0,0,0,0,0,0,6,14.91,8,1,1,10,2,3,33900,104235,-67.5,65,35,5
BDGE,35.65,2.04,2.66,5,35.01,36.29,6,-2,-5,5,36.83,33.89,10,0,37.44,1,5,35.16,9,3,0,0,0,0,0,0,1,33.06,7,8,1,5,2,5,69500,41216,68.6,0,30,2
BDJ,9.44,0.30,0.40,8,9.35,9.51,7,6,4,5,9.59,9.13,2,1,9.69,1,10,9.47,8,2,0,0,0,0,0,0,5,9.00,10,1,1,10,1,5,296900,399043,-25.6,0,50,4
BDN,16.91,0.83,1.08,9,16.65,17.12,7,5,4,6,17.23,15.87,1,1,17.48,1,10,16.92,5,1,0,0,0,0,0,0,8,15.73,8,1,1,10,3,0,968700,1547284,-37.4,0,40,5
BDR,1.26,0.24,0.31,7,1.18,1.34,7,-2,-3,4,1.43,1.11,2,1,1.50,2,6,1.22,10,3,0,0,0,0,0,0,8,1.03,10,3,1,10,0,10,31600,131909,-76,0,0,2
BDSI,2.85,0.34,0.44,8,2.74,2.96,7,2,-1,6,2.96,2.54,1,1,3.10,1,10,2.86,3,1,0,0,0,0,0,0,6,2.48,3,8,1,10,2,4,145200,414979,-65,0,50,0
BDX,253.12,14.51,18.87,6,249.66,256.11,6,5,2,5,261.97,238.64,1,0,266.30,0,10,250.62,6,2,0,0,253.01,264.77,0,1,2,233.87,10,1,1,5,2,4,527100,1135772,-53.6,30,60,8
BEAT,56.95,6.95,9.04,7,54.65,58.70,7,7,6,4,60.82,50.36,4,1,62.86,1,10,57.55,5,1,0,0,58.73,63.93,0,0,8,48.82,2,8,1,10,2,6,312400,347881,-10.2,0,65,2
BECN,38.66,6.18,8.04,7,36.91,39.92,4,-4,-5,5,42.12,33.83,7,1,44.39,1,7,40.03,10,3,0,0,0,0,0,0,6,31.89,12,8,1,10,1,7,1058600,1012884,4.5,0,45,-1
BEDU,12.03,2.42,3.14,2,11.45,12.63,12,-9,-8,-9,14.23,12.46,9,2,14.59,0,10,12.20,8,1,11.81,10.12,12.59,14.28,0,0,-9,11.66,7,10,1,5,1,10,685800,259017,164.8,60,0,7
BEL,16.05,1.07,1.39,3,15.73,16.27,7,10,10,10,12.30,14.62,10,0,12.62,1,10,15.96,8,1,15.74,14.81,16.18,17.11,0,0,4,14.22,2,10,1,10,0,10,863800,451441,91.3,0,60,-3
BEN,32.72,2.67,3.47,7,31.99,33.34,1,2,0,3,34.76,30.34,1,1,35.56,2,3,32.65,10,3,0,0,0,0,0,0,6,29.53,0,1,1,10,1,5,2527500,3367387,-24.9,40,65,3
BEP,31.40,1.52,1.98,3,30.94,31.79,7,6,4,6,32.02,29.59,4,1,32.48,1,10,31.19,10,4,0,0,0,0,0,0,9,29.13,9,9,1,10,2,0,94700,109243,-13.3,0,30,2
BERY,45.82,3.12,4.06,1,45.19,46.49,12,-6,-5,-7,48.76,45.21,3,1,49.73,2,1,45.95,10,3,45.44,43.15,0,0,0,0,2,44.26,12,2,1,5,1,10,1099500,1426000,-22.9,75,0,6
BF.A,54.06,3.42,4.45,0,53.06,54.87,7,5,2,0,56.88,51.07,7,1,57.92,2,7,53.59,7,2,0,0,0,0,0,0,8,49.61,9,2,1,10,1,5,43100,40663,6,35,50,-2
BF.B,53.57,3.15,4.09,3,52.78,54.27,7,5,2,0,56.01,50.45,1,1,57.14,3,4,53.11,10,4,0,0,0,0,0,0,8,49.48,0,2,1,10,1,6,732800,1163192,-37,40,65,-2
BFAM,116.12,6.89,8.95,8,114.18,117.47,7,8,5,8,115.36,108.21,1,1,117.41,1,10,115.36,1,1,0,0,116.53,121.63,0,0,5,106.07,2,2,1,10,1,6,132400,252541,-47.6,0,75,3
BFIN,16.00,0.84,1.09,4,15.77,16.21,12,-8,-9,2,16.73,15.99,8,1,16.98,2,4,15.99,7,2,0,0,0,0,0,0,0,15.71,11,8,1,10,1,10,47000,35452,32.6,85,0,10
BFK,13.04,0.38,0.50,-6,12.95,13.14,12,0,2,-6,13.46,12.87,10,2,13.57,1,5,13.09,10,2,0,0,0,0,0,0,0,12.76,10,8,2,-5,1,10,151800,89631,69.4,70,0,6
BFR,9.89,1.89,2.45,-1,9.52,10.23,12,-9,-8,-9,11.84,11.47,10,0,12.35,0,10,10.01,8,1,9.71,8.42,10.31,11.6,0,0,-3,10.79,11,9,2,-5,1,10,778100,333508,133.3,100,0,6
BFS,59.64,3.52,4.57,10,58.63,60.58,6,9,8,9,57.32,54.88,10,1,58.37,0,10,58.69,5,1,0,0,59.29,61.88,0,1,6,53.78,10,10,1,10,2,4,86400,34561,150,0,30,6
BFZ,12.70,0.28,0.37,-7,12.63,12.78,5,-6,-6,-5,12.95,12.56,1,0,13.03,1,8,12.75,8,1,12.70,12.49,0,0,1,0,5,12.47,7,7,2,-5,0,10,53000,73144,-27.5,60,0,-6
BG,63.04,4.38,5.70,6,61.84,64.01,12,-8,-8,4,66.13,62.51,7,1,67.60,0,10,62.51,3,1,61.79,58.66,0,0,0,0,5,60.87,12,5,1,10,1,10,1488300,1479225,0.6,70,0,4
BGB,16.16,0.19,0.24,9,16.11,16.21,7,8,4,8,16.16,15.96,1,1,16.21,1,10,16.17,1,1,0,0,16.20,16.33,0,0,-5,15.91,10,1,1,5,2,3,90000,129731,-30.6,0,70,5
BGCP,11.54,0.97,1.27,3,11.27,11.80,6,5,4,7,11.78,10.43,6,1,12.07,0,10,11.37,1,1,0,0,0,0,0,0,2,10.13,1,6,1,10,3,2,2180900,2257035,-3.4,0,45,7
BGFV,5.85,1.25,1.63,-1,5.60,6.11,12,-5,-5,1,7.01,4.97,1,1,7.37,2,1,5.92,10,4,0,0,0,0,0,0,5,4.58,11,1,1,5,2,7,186300,586924,-68.3,75,85,10
BGG,20.12,1.63,2.12,10,19.65,20.58,7,9,7,9,18.80,17.69,10,1,19.38,1,10,20.35,1,1,0,0,0,0,0,0,8,17.44,9,10,1,10,2,1,835700,261576,219.5,0,20,0
BGH,19.43,0.44,0.57,6,19.32,19.55,4,9,8,9,19.20,19.08,10,2,19.37,0,10,19.56,8,1,0,0,0,0,0,0,-8,18.95,9,10,2,-10,1,6,106500,65505,62.6,0,5,-4
BGIO,8.87,0.27,0.36,-7,8.82,8.94,12,-4,1,-8,9.15,8.82,8,0,9.24,2,3,8.88,8,1,8.83,8.63,0,0,0,0,-2,8.74,1,10,1,0,1,10,73700,55673,32.4,70,0,10
BGNE,157.32,24.20,31.46,-5,152.59,162.37,12,-5,-3,-8,177.98,152.95,1,0,189.24,1,5,159.60,1,1,0,0,0,0,0,0,1,145.04,0,4,2,-5,1,10,134500,354689,-62.1,95,0,0
BGR,14.22,0.83,1.07,-8,14.07,14.43,12,-8,-7,-9,15.03,14.40,1,0,15.28,2,0,14.30,8,2,0,0,0,0,0,0,3,14.14,8,5,2,-5,1,10,74400,95985,-22.5,70,0,6
BGS,32.00,3.48,4.53,6,31.06,32.76,7,4,1,4,34.37,28.26,1,1,35.40,2,5,31.58,10,4,0,0,0,0,0,0,5,27.33,3,1,1,10,2,4,397100,1079052,-63.2,35,70,1
BGSF,29.07,2.59,3.36,5,28.40,29.69,6,9,9,8,28.92,25.81,10,1,29.69,0,10,28.44,5,1,0,0,28.89,30.84,0,1,8,24.99,2,9,1,5,2,7,184400,54476,238.5,0,40,4
BGT,13.22,0.30,0.39,7,13.14,13.29,7,3,1,4,13.39,12.94,7,2,13.52,1,10,13.25,5,1,0,0,0,0,0,0,-2,12.85,1,4,1,10,2,3,71500,70991,0.7,0,40,2
BGX,16.72,0.42,0.54,8,16.59,16.84,7,2,-2,5,16.99,16.30,6,2,17.11,2,5,16.70,10,4,0,0,0,0,0,0,-5,16.17,0,2,1,5,1,5,50800,51792,-1.9,0,95,1
BGY,5.74,0.22,0.29,5,5.68,5.79,12,-3,-2,-7,5.93,5.66,6,2,6.00,1,5,5.73,7,3,5.70,5.53,0,0,0,0,6,5.59,1,3,1,10,1,10,259800,268068,-3.1,85,0,8
BHBK,22.60,1.30,1.69,8,22.22,22.96,7,4,2,6,23.19,21.11,8,1,23.57,1,10,22.60,10,3,0,0,22.82,23.82,0,0,4,20.71,8,8,1,10,2,4,81100,64199,26.3,0,60,2
BHC,21.89,3.22,4.19,5,20.98,22.55,12,-3,-3,-5,24.41,20.02,1,1,24.99,1,5,21.93,10,4,0,0,0,0,0,0,3,18.78,0,1,1,10,1,10,3185400,7077491,-55,85,40,7
BHE,25.70,2.12,2.75,3,25.20,26.20,12,-7,-8,4,26.81,24.66,2,1,27.64,0,10,25.48,3,1,0,0,0,0,0,0,5,24.22,11,6,1,10,1,10,272200,348343,-21.9,30,0,5
BHF,41.48,3.67,4.77,4,40.57,42.38,7,-2,-1,4,43.73,40.02,5,0,45.04,2,8,41.30,8,2,0,0,0,0,0,0,-4,38.81,1,5,1,5,0,10,1009900,1168844,-13.6,20,0,0
BHGE,31.01,2.97,3.86,-10,30.30,31.81,12,-7,1,-9,34.89,31.95,6,2,35.82,2,0,30.66,8,1,0,0,0,0,0,0,-7,31.00,0,6,2,-10,1,10,4408900,4458888,-1.1,50,0,0
BHK,12.87,0.32,0.42,7,12.78,12.94,7,3,2,5,13.01,12.55,1,2,13.12,2,8,12.84,10,2,0,0,0,0,0,0,-5,12.45,0,1,1,10,2,1,51400,113376,-54.7,0,50,0
BHLB,41.65,2.48,3.22,0,41.10,42.26,7,3,2,4,43.31,39.08,10,2,44.05,2,6,41.64,10,3,0,0,0,0,0,0,-3,38.62,8,7,2,0,2,1,544200,219459,148,65,55,-6
BHP,47.92,3.19,4.15,5,47.12,48.52,12,-6,-3,-8,50.31,47.84,5,1,51.36,1,5,47.84,10,4,0,0,0,0,0,0,7,46.76,8,8,2,-5,1,10,2293700,2477567,-7.4,70,0,4
BHR,10.93,0.79,1.03,7,10.72,11.10,12,-6,-7,7,11.16,10.61,1,1,11.39,0,10,11.01,5,1,0,0,0,0,0,0,5,10.33,8,1,1,10,1,10,121000,223079,-45.8,0,0,6
BHVN,34.86,5.54,7.20,8,33.14,36.28,7,-4,-4,4,38.72,30.31,1,0,40.36,2,8,35.29,4,2,0,0,0,0,0,0,-2,28.68,7,2,1,5,2,6,145300,454596,-68,40,95,1
BIB,63.66,4.99,6.49,-3,62.33,64.73,12,-2,-3,-4,68.46,60.97,1,0,69.94,2,4,63.05,5,1,0,0,0,0,0,0,-1,59.20,3,1,1,5,1,10,60300,136652,-55.9,70,20,3
BID,47.40,4.46,5.80,6,46.24,48.62,12,-9,-9,-8,50.91,48.07,3,1,52.23,0,10,48.07,10,2,0,0,0,0,0,0,5,46.39,11,8,1,10,1,10,267000,339171,-21.3,100,0,10
BIDU,222.67,22.41,29.13,8,215.45,228.99,12,-8,-9,4,237.66,224.69,9,1,244.19,1,5,224.69,3,1,0,0,0,0,0,0,8,216.82,7,8,1,10,1,10,5495300,3387735,62.2,0,0,4
BIF,11.21,0.53,0.68,7,11.06,11.32,7,8,6,6,11.41,10.63,1,1,11.56,1,10,11.29,9,2,0,0,0,0,0,0,6,10.45,9,3,1,10,3,0,100400,162784,-38.3,0,40,1
BIG,48.02,4.30,5.59,2,47.03,48.79,7,8,7,6,49.88,43.93,2,1,51.16,1,10,47.52,5,1,0,0,48.23,51.36,0,0,7,41.96,9,2,2,0,0,10,663400,1440864,-54,0,95,2
BIIB,345.22,27.24,35.41,4,339.04,351.36,1,1,-5,-1,369.04,321.53,1,1,377.14,1,6,344.93,10,3,0,0,0,0,0,0,4,316.40,3,1,1,10,1,6,907700,1638551,-44.6,70,70,2
BIL,91.52,0.06,0.08,7,91.50,91.53,7,3,-5,8,91.52,91.45,4,0,91.54,1,10,91.52,10,4,0,0,0,0,0,0,6,91.44,7,2,1,5,3,0,656600,940864,-30.2,0,60,-1
BIO,316.56,23.90,31.07,-7,310.68,323.06,5,5,5,-4,336.69,300.40,6,2,343.76,1,9,322.68,3,1,0,0,0,0,0,0,-3,291.52,2,4,2,-5,1,6,143600,146233,-1.8,90,55,-1
BIOC,3.40,1.81,2.35,1,2.99,3.83,12,-7,-7,-6,4.69,2.63,9,1,5.26,1,8,3.26,3,1,3.01,1.88,0,0,0,0,5,1.90,12,6,1,10,1,10,273600,95565,186.3,100,0,3
BIOL,1.78,0.42,0.55,9,1.65,1.91,4,8,5,9,1.60,1.23,9,2,1.73,0,10,1.89,1,1,0,0,0,0,0,0,-8,1.08,9,8,1,5,3,0,135700,55711,143.6,0,15,0
BIOS,2.95,0.36,0.46,5,2.84,3.04,7,2,-2,7,3.07,2.51,1,1,3.16,1,10,2.99,10,4,0,0,0,0,0,0,6,2.40,8,1,1,10,3,0,330900,664040,-50.2,0,40,2
BIP,40.07,1.95,2.53,-7,39.67,40.56,12,-2,3,-6,42.17,39.32,1,2,42.75,2,1,40.28,10,4,0,0,0,0,0,0,1,38.99,9,2,2,-5,2,8,173700,255332,-32,70,0,3
BIS,17.23,1.70,2.21,-1,16.91,17.61,3,0,2,3,18.35,15.61,1,2,19.01,0,10,16.77,5,3,0,0,17.05,18.39,0,0,0,15.10,1,2,2,-5,1,7,18200,51912,-64.9,80,85,5
BIT,17.50,0.39,0.51,3,17.41,17.59,7,6,7,3,17.73,17.09,1,0,17.91,1,10,17.53,10,4,0,0,0,0,0,0,2,16.98,10,3,1,5,3,0,58200,111840,-48,30,70,6
BITA,20.09,4.98,6.48,2,19.22,20.93,12,-6,-5,-7,24.19,18.69,7,0,26.42,2,4,19.56,10,2,18.78,15.3,0,0,0,0,-1,17.08,7,4,2,-5,1,10,1185900,1072543,10.6,90,0,1
BIV,81.19,0.95,1.23,3,81.02,81.37,7,4,2,6,81.58,80.22,2,2,81.89,1,10,81.31,10,4,0,0,0,0,0,0,0,80.00,0,1,2,-5,2,1,394100,709787,-44.5,0,70,-5
BIZD,17.15,0.58,0.75,2,17.04,17.26,6,5,4,-3,17.67,16.69,2,2,17.84,1,9,17.02,3,1,0,0,0,0,0,0,-4,16.52,10,4,1,5,2,4,26800,51568,-48,90,70,6
BJRI,66.75,7.25,9.43,7,64.65,68.26,0,6,2,7,69.39,57.88,7,1,71.54,0,10,0,0,0,0,0,0,0,0,0,7,55.62,3,2,1,10,2,1,389200,385764,0.9,0,25,3
BK,51.69,2.45,3.19,8,50.93,52.27,12,-6,-7,5,53.13,50.59,2,1,53.86,1,7,51.91,9,2,0,0,0,0,0,0,4,49.78,7,4,1,10,1,10,3931200,5090472,-22.8,15,0,6
BK.C,25.29,0.47,0.61,7,25.16,25.40,3,-1,-3,3,25.63,24.87,1,2,25.80,1,7,25.20,10,4,0,0,0,0,0,0,1,24.71,0,1,1,5,2,3,19300,33640,-42.6,30,60,2
BKCC,6.11,0.44,0.58,-2,6.02,6.20,1,3,3,3,6.46,5.68,1,2,6.59,1,5,6.13,10,4,0,0,0,0,0,0,-4,5.54,0,1,2,-5,2,4,218000,335304,-35,85,90,5
BKD,8.14,1.02,1.33,7,7.83,8.43,12,-7,-8,4,8.81,7.87,1,1,9.12,0,10,8.28,5,1,0,0,8.45,9.21,0,0,3,7.71,6,2,1,5,1,10,1344000,2721636,-50.6,20,0,6
BKE,26.30,2.91,3.79,-8,25.54,27.24,12,6,6,-4,27.19,24.43,5,2,28.01,0,10,26.58,9,3,0,0,0,0,0,0,-3,23.24,9,3,2,-5,2,9,421400,463397,-9.1,0,0,1
BKEP,2.65,0.35,0.45,-9,2.55,2.75,12,-8,-5,-7,2.98,2.58,10,0,3.11,1,8,2.66,8,1,2.61,2.36,0,0,0,0,0,2.47,11,9,2,-10,1,10,558000,148055,276.9,80,0,1
BKEPP,6.81,0.37,0.48,9,6.71,6.91,4,8,7,9,6.70,6.38,10,1,6.81,0,10,6.91,1,1,0,0,0,0,0,0,5,6.27,9,9,1,10,2,5,268100,44923,496.8,0,20,1
BKF,40.40,2.69,3.50,7,39.73,40.92,12,-6,-5,-8,42.22,40.08,7,1,43.29,1,7,40.08,5,1,39.64,37.73,0,0,0,0,6,39.19,12,6,1,10,1,10,44000,36317,21.2,70,0,4
BKH,61.23,3.47,4.52,6,60.23,62.17,7,2,1,5,63.22,57.26,1,1,64.26,2,8,61.11,7,3,0,0,0,0,0,0,3,56.70,8,5,1,10,2,3,313700,460373,-31.9,0,70,4
BKHU,65.68,3.68,4.78,8,64.64,66.35,4,2,0,6,67.21,61.26,2,0,67.88,1,8,66.57,2,2,0,0,0,0,0,0,7,60.15,8,1,1,10,2,1,300,32636,-99.1,0,35,4
BKI,52.65,2.64,3.43,0,52.10,53.24,11,-5,-7,-3,55.19,51.19,1,1,55.74,2,4,52.22,9,2,0,0,0,0,0,0,3,50.39,6,1,1,5,1,8,397700,734629,-45.9,75,30,5
BKK,15.01,0.20,0.26,-4,14.97,15.05,1,-3,-2,-2,15.22,14.85,10,1,15.28,2,0,15.01,10,2,14.98,14.82,0,0,0,0,3,14.79,0,9,2,-5,0,10,69700,35693,95.3,70,50,0
BKLN,23.09,0.12,0.16,3,23.06,23.11,7,6,3,5,23.14,22.95,1,1,23.19,1,10,23.10,10,4,0,0,0,0,0,0,4,22.92,0,1,1,10,3,3,2572800,4368665,-41.1,0,50,2
BKN,13.97,0.47,0.61,-1,13.88,14.06,12,-3,1,-4,14.45,13.63,1,2,14.59,1,8,13.93,10,4,0,0,0,0,0,0,0,13.56,8,1,2,-5,2,5,15800,34576,-54.3,100,65,6
BKNG,1840.68,127.29,165.47,5,1816.32,1868.78,12,-9,-7,-9,1967.28,1931.98,9,1,2005.25,3,3,1834.31,8,1,0,0,0,0,0,0,6,1901.76,12,10,2,0,1,10,610300,411055,48.5,80,0,3
BKS,6.00,0.76,0.99,-7,5.80,6.25,12,3,5,-4,6.66,5.58,2,2,6.88,2,5,5.89,10,2,0,0,0,0,0,0,-8,5.36,8,2,2,-10,1,10,650000,935627,-30.5,65,0,3
BKT,5.78,0.14,0.18,0,5.75,5.81,1,0,3,2,5.90,5.64,1,0,5.92,1,5,5.80,10,4,0,0,0,0,0,0,0,5.60,0,1,1,5,2,3,52200,91035,-42.7,70,70,6
BKU,40.42,3.15,4.09,1,39.82,41.01,1,0,2,1,42.73,37.50,1,0,43.95,1,5,40.10,10,4,0,0,0,0,0,0,0,36.55,7,1,1,5,1,5,401900,789815,-49.1,90,95,5
BL,46.56,4.18,5.43,-3,45.53,47.60,12,1,1,-4,50.87,43.50,1,0,52.11,1,6,47.22,3,3,0,0,0,0,0,0,-1,42.23,8,2,2,-5,2,6,165900,449896,-63.1,70,30,6
BLBD,21.85,1.83,2.38,6,21.27,22.32,1,-4,-5,3,23.18,20.50,3,1,23.80,1,5,21.56,6,2,0,0,0,0,0,0,4,19.93,12,2,1,10,1,8,81000,106227,-23.7,10,40,2
BLCM,6.51,1.36,1.77,3,6.15,6.89,7,-4,-5,5,7.19,5.38,2,1,7.70,2,9,6.40,10,3,0,0,0,0,0,0,4,4.95,7,1,1,10,2,4,259000,738079,-64.9,0,60,0
BLCN,22.54,0.89,1.16,3,22.35,22.71,12,-6,-6,-7,23.37,22.29,2,1,23.64,3,2,22.45,9,4,22.31,21.66,0,0,0,0,2,22.02,7,2,1,5,1,10,17300,52707,-67.2,70,0,8
BLD,73.94,6.48,8.43,1,72.38,75.74,12,-6,-7,-5,79.79,71.00,1,1,81.71,2,1,73.10,10,4,0,0,0,0,0,0,2,68.67,7,6,1,5,1,10,187600,305948,-38.7,75,0,8
BLDP,3.04,0.49,0.64,-2,2.94,3.14,1,1,2,-3,3.54,2.69,1,2,3.63,2,1,3.07,10,4,0,0,0,0,0,0,-5,2.50,1,1,2,0,1,5,227200,929000,-75.5,75,85,3
BLDR,17.09,1.53,1.99,5,16.63,17.42,11,-5,-5,5,18.02,16.07,2,1,18.28,1,8,16.83,10,2,0,0,0,0,0,0,6,15.60,12,4,1,10,1,8,716200,1088005,-34.2,0,30,2
BLE,13.36,0.48,0.63,-2,13.28,13.44,12,-7,-5,-6,13.86,13.15,9,0,14.01,2,1,13.35,10,3,13.27,12.91,0,0,0,0,-1,13.00,7,8,2,-5,1,10,89600,59059,51.7,70,0,1
BLFS,19.75,4.67,6.07,-2,18.51,21.00,1,2,-2,3,23.41,15.35,3,1,24.78,1,8,19.05,3,1,0,0,0,0,0,0,5,13.87,3,6,1,5,1,7,121100,182885,-33.8,80,95,5
BLK,474.15,32.54,42.31,1,467.24,481.60,12,-6,-7,-7,504.90,465.13,2,0,515.33,1,6,473.43,5,1,468.13,444.74,0,0,0,0,-1,455.25,12,7,2,-5,1,10,473000,568609,-16.8,95,0,-2
BLKB,97.69,7.89,10.26,0,95.95,99.41,12,-8,-9,0,102.84,98.40,1,1,106.44,1,5,98.36,10,4,0,0,0,0,0,0,2,95.87,7,1,1,5,1,10,169500,282943,-40.1,80,0,10
BLL,40.66,2.12,2.75,9,39.98,41.20,7,8,8,5,41.70,39.32,10,1,42.58,2,9,40.39,3,1,0,0,0,0,0,0,7,38.66,2,8,1,10,1,6,5103800,2801732,82.2,0,5,1
BLMN,19.48,1.61,2.09,8,19.00,19.85,7,-2,-8,7,19.92,18.27,1,1,20.40,1,10,19.56,1,1,0,0,0,0,0,0,8,17.53,11,4,1,10,1,8,956700,1490196,-35.8,0,70,4
BLNK,3.40,2.98,3.87,-1,2.87,3.92,1,-2,1,-3,5.86,0.89,5,2,7.16,0,10,3.82,10,4,0,0,0,0,0,0,-3,-0.09,7,4,0,0,3,1,294900,1261144,-76.6,100,65,0
BLNKW,1.13,0.76,0.99,1,0.94,1.37,12,-2,0,-4,1.87,0.53,5,1,1.96,1,7,1.04,3,1,0,0,0,0,0,0,-5,0.29,0,4,1,5,2,7,31200,90206,-65.4,90,20,2
BLOK,19.29,0.98,1.27,-4,19.10,19.46,12,-7,-7,-9,20.24,19.42,3,1,20.57,2,4,19.36,9,2,0,0,0,0,0,0,3,19.14,8,3,2,-5,1,10,56300,92221,-39,70,0,5
BLUE,158.00,23.19,30.14,3,153.13,162.39,1,-4,-6,0,180.86,142.07,1,1,187.81,2,3,154.56,10,3,150.80,132.99,0,0,0,0,4,134.97,7,2,1,10,0,10,351900,739145,-52.4,70,75,3
BLV,89.18,2.09,2.72,4,88.78,89.57,4,3,-1,6,90.12,87.00,2,0,90.49,1,7,89.58,10,4,0,0,0,0,0,0,3,86.30,0,2,1,10,2,2,58100,120647,-51.8,0,40,1
BLW,14.92,0.31,0.40,7,14.83,14.99,1,1,2,-1,15.13,14.64,2,1,15.26,0,10,14.94,10,4,0,0,0,0,0,0,0,14.54,0,3,1,5,1,5,70500,86136,-18.2,40,90,3
BLX,22.41,1.67,2.18,-7,21.97,22.85,12,-8,-5,-8,24.10,22.44,7,2,24.37,1,6,22.44,5,1,22.17,20.99,0,0,0,0,-5,21.84,11,8,1,5,1,10,96300,92379,4.2,95,0,4
BMA,46.81,12.79,16.62,-2,44.89,48.75,12,-8,-8,-9,60.05,52.36,7,2,63.75,0,10,47.77,5,1,45.75,37.02,49.78,58.51,0,0,-4,47.77,11,8,2,-5,1,10,319500,310143,3,100,0,5
BMCH,22.45,1.81,2.35,7,21.87,22.90,6,5,4,5,23.42,20.79,2,1,23.95,0,10,21.93,10,4,0,0,0,0,0,0,5,20.06,8,1,1,10,2,3,295900,435916,-32.1,0,40,7
BME,41.49,1.71,2.22,7,41.08,41.76,7,7,6,9,41.22,39.45,1,1,41.78,1,10,41.22,6,2,0,0,41.51,42.8,0,0,8,38.92,2,3,1,10,2,4,18800,30472,-38.3,0,40,-1
BMI,52.60,3.02,3.92,3,51.80,53.27,7,8,6,1,55.07,49.69,6,1,55.97,1,10,52.53,10,3,0,0,53.02,55.4,0,0,7,48.69,2,2,1,10,1,8,122400,131259,-6.7,70,75,1
BML.I,24.97,0.30,0.38,1,24.93,25.01,12,-9,-8,-9,25.27,25.10,8,0,25.34,0,10,24.97,5,1,24.92,24.71,25.02,25.23,0,0,-2,25.01,12,7,0,0,1,10,75100,45051,66.7,70,0,7
BMO,81.06,3.20,4.16,9,80.06,81.82,0,7,2,6,82.29,76.99,10,1,83.25,0,10,0,0,0,0,0,0,0,0,0,9,75.91,10,8,1,10,2,0,579900,363767,59.4,0,5,6
BMRN,101.01,7.50,9.75,-5,99.37,102.71,2,1,-1,-2,108.77,94.66,8,1,111.02,1,7,103.03,9,3,0,0,0,0,0,0,5,92.40,3,4,1,10,1,6,1409000,1212608,16.2,75,50,1
BMS,49.79,2.92,3.79,-2,49.14,50.41,7,9,10,-1,50.54,47.12,7,1,51.38,1,10,49.62,5,1,49.14,47.07,50.09,52.16,0,0,1,46.24,2,7,1,5,0,10,849400,709276,19.8,0,85,-2
BMTC,49.00,2.96,3.85,1,48.38,49.64,1,4,2,3,51.35,45.97,9,2,52.23,1,8,48.55,10,2,0,0,0,0,0,0,-4,45.08,8,5,2,0,2,0,73900,56680,30.4,85,55,5
BMY,60.89,3.56,4.63,7,59.98,61.63,7,8,7,7,61.75,57.00,8,2,62.94,1,10,60.82,10,3,0,0,0,0,0,0,-3,55.92,10,5,1,10,1,8,8798800,7480534,17.6,0,70,5
BNCL,17.70,1.04,1.36,-3,17.46,17.98,12,8,8,-5,18.01,17.12,8,2,18.31,0,10,17.78,8,1,0,0,0,0,0,0,-3,16.93,10,10,2,-5,1,10,344600,227436,51.5,0,0,2
BND,79.36,0.72,0.93,5,79.20,79.50,7,4,1,7,79.47,78.56,1,0,79.71,1,10,79.47,10,3,0,0,0,0,0,0,6,78.41,0,5,1,10,2,2,1018100,2201113,-53.7,0,40,0
BNDX,54.75,0.36,0.47,2,54.68,54.81,7,0,-4,6,54.92,54.41,3,0,55.03,1,10,54.73,10,4,0,0,0,0,0,0,0,54.28,7,2,1,5,1,5,717200,1099648,-34.8,10,70,1
BNED,6.42,0.88,1.15,5,6.22,6.62,7,8,7,8,6.45,5.37,7,1,6.72,1,10,6.45,8,2,0,0,0,0,0,0,7,5.08,9,4,1,10,2,5,344300,313293,9.9,0,60,1
BNFT,36.90,3.92,5.09,1,35.92,37.94,1,4,0,-1,39.55,33.38,3,2,40.70,1,6,37.01,1,1,0,0,0,0,0,0,-5,31.96,3,2,1,5,1,5,175200,226853,-22.8,60,70,1
BNO,20.11,1.60,2.08,0,19.67,20.46,12,-5,-2,-6,21.54,19.29,1,2,22.01,2,2,19.87,5,1,0,0,0,0,0,0,4,18.82,7,4,1,10,1,10,71500,196888,-63.7,75,10,3
BNS,59.29,2.46,3.19,8,58.52,59.91,7,6,3,5,60.48,56.43,8,1,61.37,1,10,59.30,10,2,0,0,0,0,0,0,9,55.69,0,4,2,0,2,3,798000,733644,8.8,0,20,-2
BOE,11.22,0.49,0.64,5,11.09,11.32,1,2,1,2,11.64,10.70,8,1,11.71,1,8,11.24,10,3,0,0,0,0,0,0,4,10.55,1,9,1,10,1,7,252200,221424,13.9,50,40,3
BOFI,37.67,3.50,4.55,-1,37.01,38.43,12,-7,-7,-7,40.36,36.93,1,0,41.54,1,5,37.99,1,1,0,0,0,0,0,0,-2,35.59,7,1,1,5,1,10,280800,604169,-53.5,95,0,5
BOH,83.93,3.93,5.11,6,82.88,84.99,7,2,-2,7,85.25,79.32,1,1,86.43,1,10,83.78,10,4,0,0,0,0,0,0,4,78.13,7,1,1,10,2,1,149600,222180,-32.7,0,55,0
BOIL,30.12,3.92,5.10,-1,29.26,30.85,7,7,7,7,31.54,26.03,1,0,32.70,1,10,30.21,10,4,0,0,0,0,0,0,7,24.82,9,1,2,-5,2,1,53600,112336,-52.3,0,70,0
BOJA,14.55,1.10,1.43,8,14.22,14.84,7,4,-3,8,14.45,13.14,2,1,14.76,1,10,14.47,2,1,0,0,0,0,0,0,10,12.69,7,1,1,10,2,1,171800,289879,-40.7,0,30,0
